OBJECTID,TREEID,DATE,COLLECTOR,LANDUSE,HEIGHT,DIAMETER,HAZARD,NOTES,STATUS,GlobalID,Species,Condition,TREE_ID,Donor,Planted,treatmenthistory,latitude,longitude
275,,"Wed, 25 Oct 2017 04:00:00 GMT",,,60,18,No,White pine,Planted,363dd8c2-d3d1-4664-baab-eecd4d091f36,Pinus strobus,Fair,OP99,1959 Class for David C. E. Koop,,,43.712010732691,-72.2876186955845
276,,"Wed, 25 Oct 2017 04:00:00 GMT",,,65,14,No,White pine,Planted,9b7ed999-3c01-4b06-8017-2676f466f90b,Pinus Strobus,Fair,OP98,Schwarz for Ray and Jan Schwarz,,,43.7125489300815,-72.2859084121165
277,,"Wed, 25 Oct 2017 04:00:00 GMT",,,8,6,No,White pine,Planted,d0327f62-1069-45da-8abb-fa255c70b646,Pinus Strobus,Fair,OP97,1969 Class for William B. Brooks,,,43.7127815788002,-72.2853404275094
278,,"Wed, 25 Oct 2017 04:00:00 GMT",,,15,6,No,White pine grove,Planted,32849a8e-3d5c-4777-a9e3-bb7bdd539927,Pinus strobus,Fair,OP96,1967 Class,,,43.7129640523038,-72.2855738870868
279,,"Mon, 30 Oct 2017 18:10:06 GMT",Beaty ,,70,28,No,Burr oak,Ingrowth,c5fcd33a-9d5e-4d07-a8b3-bb92553d4745,Quercus macrocarpa ,Fair,PP01,,,,43.7186971419463,-72.2814818099814
280,,"Thu, 02 Nov 2017 18:11:44 GMT",Beaty ,,16,8,No,Kentucky coffee tree,Planted,80331a12-1e1b-4b29-8b30-c41f7a4beea1,Gymnocladus,Good,WA72,,,,43.7077107173414,-72.2921726357472
281,,"Thu, 02 Nov 2017 18:14:04 GMT",Beaty ,,45,30,No,Butternut ,Planted,420f32ff-f92f-40f9-95a7-c7d17618494a,Juglans cinerea,Fair ,WA70,,,,43.7075669445625,-72.2923050933096
282,,"Thu, 02 Nov 2017 18:16:04 GMT",Beaty ,,35,38,No,Yellowwood ,Planted,866c9244-a932-4012-9a8b-1fb9a1ed6a62,Cladrastis lutea ,Poor ,WA71,,,,43.7076161127898,-72.2921979423827
283,,"Thu, 02 Nov 2017 18:18:32 GMT",Beaty ,,108,38,No,Red oak,Planted,138782a2-18f3-4332-9c51-2bc695fbca06,Quercus rubra ,Good ,WA55,,,,43.7072059472642,-72.2925243336922
284,,"Thu, 02 Nov 2017 18:20:47 GMT",Beaty ,,11,2,No,Sugar maple ,Planted,72d5bcda-1cd3-4b1c-8d11-7d46524599a2,Acer saccharum,Fair ,WA69,Class 2013 for Wenhao Shi,2016,,43.7069233359125,-72.2926200617385
285,,"Thu, 02 Nov 2017 18:24:12 GMT",Beaty ,,55,26,No,Norway maple ,Planted,59504a04-3b68-4197-afcf-a628ca72b6a4,Acer platanoides ,Fair ,WA68,,,,43.7068187306111,-72.2926913481879
286,,"Thu, 02 Nov 2017 18:26:00 GMT",Beaty ,,10,6,No,Crabapple ,Planted,b2d8915e-ff08-4840-a4b7-8b313f8d9e41,Malus ,Fair ,WA26,Class 1992 for David L Wolfson,,,43.7068290822615,-72.2928040847856
287,,"Thu, 02 Nov 2017 18:27:56 GMT",Beaty ,,8,3,No,Crabapple ,Planted,eaabf540-f51f-4b9c-ba7f-4fa2e6f53211,Malus ,Fair ,WA67,Class 2005 for Jas P Russell,,,43.7068654439234,-72.2929771208274
288,,"Thu, 02 Nov 2017 18:29:49 GMT",Beaty ,,25,14,No,Arborvitae ,Planted,421269cd-0134-46bc-9544-d2abfffaa9e9,Thuja occidentalis,Fair ,WA23,,,,43.7069152078754,-72.2929657883961
289,,"Thu, 02 Nov 2017 18:31:18 GMT",Beaty ,,35,14,No,Arborvitae ,Planted,331f790c-998f-4ee2-942f-302d27959f70,Thuja occidentalis,Fair,WA22,,,,43.7069323217315,-72.2929203149343
290,,"Thu, 02 Nov 2017 18:32:32 GMT",Beaty ,,40,20,No,Norway spruce ,Planted,14b57057-6f50-4b77-bd50-48fc0b8f8ce6,Picea abies ,Poor ,WA19,,,,43.706969185773,-72.2930686176496
291,,"Thu, 02 Nov 2017 18:35:02 GMT",Beaty ,,24,12,No,Sugar maple ,Planted,195b0ec9-d280-4f60-88c7-5cacd2c4ea5a,Acer saccharum,Fair ,WA52,,,,43.706826525781,-72.2931289673525
292,,"Thu, 02 Nov 2017 18:36:44 GMT",Beaty ,,20,11,No,Norway maple ,Planted,6b91ae96-c401-43ab-a102-8f22d3e93bb8,Acer platanoides,Fair ,WA17,,,,43.7068721233343,-72.2932858765799
293,,"Thu, 02 Nov 2017 18:38:22 GMT",Beaty ,,13,4,No,Freeman maple,Planted,3e2ec082-c0f5-4a1d-bb0e-a070f15dce8d,Acer ‘Freemanii’ ,Fair ,"1968 Sobel, Sigelman",WA65,2013,,43.7069559142486,-72.2934312723956
294,,"Thu, 02 Nov 2017 18:41:45 GMT",Beaty ,,8,4,No,Crabapple ,Planted,9f30655c-bf7e-44de-8427-ee42f27ce130,Malus ,Poor ,WA15,,,,43.7070163598914,-72.2933650017458
295,,"Thu, 02 Nov 2017 18:43:15 GMT",Beaty ,,35,11,No,Sugar maple ,Planted,4d32e786-238c-42fb-a904-adfaea6ff6d2,Acer saccharrum,Poor ,WA63,,,,43.7072913442214,-72.2934826836663
296,,"Thu, 02 Nov 2017 18:44:48 GMT",Beaty ,,10,2,No,Red oak ,Planted,f723cc6a-8f2b-4484-8f2c-5dab229f9dec,Quercus rubra ,Poor ,WA62,,,,43.7073271768575,-72.2934666742313
297,,"Thu, 02 Nov 2017 18:46:13 GMT",Beaty ,,8,3,No,Arborvitae hedge,Planted,e7c7e534-01a9-40b3-857c-10db88da36c2,Thuja ,Fair ,WA61,,,,43.7073506880959,-72.2933795024383
298,,"Thu, 02 Nov 2017 18:47:45 GMT",Beaty ,,45,30,No,Red maple ,Planted,e66450f5-9216-4a91-8e94-61dbe3ba8a40,Acer rubrum,Fair ,WA60,,,,43.7074258318578,-72.2933477350253
299,,"Thu, 02 Nov 2017 18:49:07 GMT",Beaty ,,12,2,No,Red oak ,Planted,7d3bde9e-0ba9-496a-a280-97cb863b159e,Quercus rubra ,Good ,WA59,,,,43.7075087707897,-72.2933295462954
