OBJECTID,TREEID,DATE,COLLECTOR,LANDUSE,HEIGHT,DIAMETER,HAZARD,NOTES,STATUS,GlobalID,Species,Condition,TREE_ID,Donor,Planted,treatmenthistory,latitude,longitude
1627,,,,,35,12,No,Austrian pine,Planted,a667cf93-b2ec-45c9-be40-6c2eeedd55d0,Pinus nigra,Fair,WH13,,,,43.7040598684634,-72.2841130060317
1628,,,,,35,12,No,Austrian pine,Planted,6e68bf51-3623-4f04-9834-1a4c5270663a,Pinus nigra,Fair,WH14,,,,43.7040698447169,-72.2840785262872
1629,,,,,35,12,No,Austrian pine,Planted,ebd4e947-1b65-42ca-a77b-d716f3991367,Pinus nigra,Fair,WH15,,,,43.7040870243798,-72.2840371398217
1630,,,,,25,6,No,Crabapple,Planted,e43a869a-5bd9-476a-809b-1234ca7ac765,Malus,Fair,WH16,,,,43.704038830106,-72.2840379042612
1631,,,,,25,6,No,Crabapple,Planted,1743688d-61ea-45fb-b3c4-a369d6e3c629,Malus,Fair,WH17,,,,43.7040055856482,-72.2840095398681
1632,,,,,25,6,No,Crabapple,Planted,5add6c75-b5f1-4e38-8192-8e58110f0485,Malus,Fair,WH18,,,,43.704040487988,-72.2839965177139
1633,,,,,20,5,No,Crabapple,Planted,2d54ecb1-2ab7-4ad7-81b2-b1642e48254a,Malus,Good,WH21,,,,43.7036623879147,-72.2839850381081
1634,,,,,25,5,No,Sugar maple,Planted,32ae856b-c451-49cb-82d5-dcc8423a2a73,Acer saccharum,Good,WH23,,,,43.7037432648666,-72.2835926576467
1635,,,,,18,4,No,Sugar maple,Planted,43347596-4a47-4605-a3c8-84bb490bc635,Acer saccharum,Fair,SC25,,,,43.7038418643082,-72.2832677349711
1636,,,,,18,4,No,Sugar maple,Planted,0bae603e-290a-4439-90ee-48568d6a42f3,Acer saccharum,Fair,WH108,,,,43.7038872956855,-72.2830853447582
1637,,,,,90,32,No,Tamarack,Planted,e33a050f-8687-4247-b170-72b53e238273,Larix laricina,Fair,WH42,,,,43.7047869568528,-72.2826010182569
1638,,,,,90,32,No,Norway spruce,Planted,aa576b2e-2800-4bee-a00f-6c68e74e7203,Picea abies,Good,WH53,,,,43.7044036164566,-72.2830362602023
1639,,,,,90,32,No,Norway spruce,Planted,cef9507f-0094-432d-b906-e5c2c04be249,Picea abies,Good,WH54,,,,43.7045110955096,-72.2830807312735
1640,,"Fri, 02 Nov 2018 18:34:00 GMT",,,12,8,No,Crabapple ,Planted,d7c082c1-0d80-40cb-a5d7-6cf86e6b77cc,Fair,,WH66,,,,43.7044288404693,-72.2842072696167
1641,,"Fri, 02 Nov 2018 18:35:27 GMT",,,12,6,No,Crabapple ,Planted,81dd51d8-71c5-4378-9dce-c07d3a8e44ee,Malus,Fair,WH65,,,,43.7044187821855,-72.284115487777
1642,,,,,12,6,No,Crabapple ,Planted,f793f22e-1265-4e06-bea8-6724601b662d,Malus,Fair,WH63,,,,43.7044662656669,-72.2842112929302
1643,,,,,12,8,No,Crabapple ,Planted,a27c66ea-485d-4ed7-95c9-ccb4904d41af,Malus,Fair,WH62,,,,43.7045159703527,-72.2841614206063
1644,,,,,12,4,No,Sugar maple 2016,Planted,ee8a30e5-f324-40da-bc93-493301cddb8d,Acer saccharum,Good,WH68,,,,43.7042184127902,-72.2846453916955
1645,,,,,12,4,No,Sugar maple 2016,Planted,5c209396-5e72-46dd-8982-4172610e4422,Acer saccharum,Good,WH70,,,,43.7041873997484,-72.2847190686243
1646,,,,,55,36,No,Sugar maple,Planted,fd43c2fd-2c78-47b7-9f3f-2744c34dc335,Acer saccharum,Poor,WH71,,,,43.7040662276519,-72.2853384712962
1647,,,,,45,13,No,American elm,Planted,d2d1340e-07c7-491e-b37d-2ae92c30ea3a,Ulmus americana,Poor,WH73,,,,43.7041031939342,-72.2856173740492
1648,,,,,35,24,No,Yellowwood,Planted,969e6c99-0fc8-450b-801a-3f03d78b40e2,Cladrastis kentukea,Fair,WH75,2000 for Zantop,,,43.7039001727265,-72.2857416206207
1649,,"Fri, 09 Nov 2018 05:00:00 GMT",,,10,3,No,Bald cypress 2018,Planted,7d806617-b792-43f1-a4b4-83ed292c8b05,Taxodium distichum,Fair,WH77,,,,43.7038915887458,-72.2858848373053
1650,,,,,45,34,No,Katsura ,Planted,e0a6e8e6-2a27-4f1e-9672-d531569f90cd,Cercidiphyllum japonicum,Fair,WH78,,,,43.7037936179374,-72.2858922836112
1651,,,,,35,16,No,Red maple,Planted,b9a8a919-41e3-4c86-abb6-ad18b55ea437,Acer rubrum,Poor ,WH80,,,,43.7037802907114,-72.2857973166483
1652,,,,,65,36,No,Sugar maple,Planted,1c1066d1-0c61-4756-9aba-3714aaf72586,Acer saccharum,Fair,WH33,,,,43.7041777630765,-72.2827595783537
1653,,,,,25,8,No,Red oak,Planted,4226fbd4-5517-425b-9399-92de06b49746,Quercus rubra,Good,WLH56,,,,43.7041954856299,-72.283216304656
1654,,,,,30,8,No,Japanese larch,Planted,59fb2584-c42a-4cf3-b7fe-5b7eed9f6764,Larix kaempferi,Fair,WH58,,,,43.7042087872313,-72.2835749697306
1655,,,,,30,8,No,Japanese larch,Planted,93aef582-f7ed-427c-8e7e-f13dc9565306,Larix kaempferi,Fair,WH59,,,,43.7042774669946,-72.2835780274882
1656,,,,,25,6,No,Japanese larch,Planted,ca52886b-bb4f-4a81-bf7a-0b59672822bf,Larix kaempferi,Fair,WH60,,,,43.7042796774951,-72.2834983123148
1657,,,,,65,28,No,Red oak,Planted,3ed0f62c-49eb-4424-8296-1f2cd439af9c,Quercus rubra,Good,WH90,,,,43.7032641315946,-72.2856984820871
1658,,,,,25,6,No,Red maple,Planted,257983cd-74f1-4274-baaf-ab12fc15950d,Acer rubrum,Fair,WH96,"for Brown, Adam",,,43.7038380856411,-72.2855145631591
1659,,,,,15,4,No,Red maple,Planted,444ac590-f962-4d4b-95c2-1fb8c10390a7,Acer saccharum,Fair,WH99,,,,43.7039356573659,-72.2828445850104
1660,,,,,15,4,No,Sugar maple,Planted,164b0ec3-3d34-4781-a348-a4ebf03ea7e6,Acer saccharum,Fair,WH100,,,,43.704015389935,-72.2826760350876
1661,,,,,12,4,No,Norway spruce,Planted,0367baf4-de7d-4517-ba89-036b7de94baa,Picea abies,Good,WH101,,,,43.7048308970251,-72.2827741501755
1662,,,,,12,4,No,Norway spruce,Planted,50fdc72f-c431-4b97-ae45-8096531e3b11,Picea abies,Good,WHL102,,,,43.7048818536713,-72.282688319487
1663,,,,,30,5,No,Swamp white oak,Planted,43c3d696-0552-44bf-acd9-48ccba4a8cef,Quercus bicolor,Good,WH105,2000 for my friend the elm,,,43.7037184090233,-72.2837611493966
1664,,,,,25,8,No,Yellowwood,Planted,d13f622a-4e0e-49c4-bbbc-751b70f24f79,Cladrastis kentukea,Fair,WH106,"Cargen for Cargen, Peter A.",,,43.7038269945338,-72.2838408647336
1665,,,,,25,8,No,Yellowwood,Planted,08faac64-f954-4b27-9c57-1fd6448c3ed4,Cladrastis kentukea,Poor,WH107,"Cargen for Cargen, Peter A.",,,43.7038691100899,-72.2837212918099
1666,,,,,12,4,No,"Amerian hornbeam, 2016",Planted,a1522dfb-9a20-49cd-9f57-1a85aff3df6d,Carpinus caroliniana,Good,WH111,2000 for The Still North,,,43.7031467031329,-72.2857505975525
1667,,,,,90,28,No,Norway spruce,Planted,990082af-75b7-490d-81f5-29a10436da5b,Picea abies,Good,WH55,,,,43.7044629914906,-72.2831511617137
1668,,"Fri, 09 Nov 2018 19:39:32 GMT",,,15,4,No,American,Planted,f9c157c0-14c0-40b8-a5bb-6f5214c03a85,Ulmus americana,Good,WH109,,2020,,43.7043281319027,-72.2826947551894
1669,,"Fri, 09 Nov 2018 19:40:25 GMT",,,18,5,No,Red maple,Planted,06bcb6a4-309c-41f4-b9a6-62b7a36d1538,Acer rubrum,Fair,WH109,,,,43.7043174983092,-72.2825687115019
1670,,"Fri, 09 Nov 2018 05:00:00 GMT",,,80,26,No,Norway spruce,Planted,10e6c584-674a-45d9-8de8-d87c6e1287d5,Picea abies,Fair,WH35,,,,43.70438982271,-72.2825427912849
1671,,,,,10,5,No,Crabapple,Planted,f83ace5d-f3dc-499f-9f64-71635b97a2f3,,,,,,,43.7045018468459,-72.2825602256435
1672,,,,,10,5,,Crabapple ,Planted,60b2c3f2-4f6c-4726-9753-354bd013fe60,,,,,,,43.7046107696776,-72.2826599702912
1673,,"Fri, 09 Nov 2018 05:00:00 GMT",,,18,6,No,Red oak,Planted,2145d7dc-9390-4517-bd69-a63ab40f1d7e,Quercus rubra,Fair,WH120,"Spignetti, for Karas, Katie",,,43.7046740111371,-72.2827177216041
1674,,"Fri, 09 Nov 2018 05:00:00 GMT",,,8,3,No,"Crabapple, 2015",Planted,4eb9f26f-fe8f-452c-a099-dbe81b613709,Malus,Poor,WH103,,,,43.7047474785184,-72.2828472220081
1675,,"Fri, 09 Nov 2018 05:00:00 GMT",,,11,4,No,"Crabapple, 2015",Planted,083f23a3-52c5-491b-bd9e-137bc8974e1a,Malus,Fair,WH104,,,,43.7047608057444,-72.2828959208655
1676,,"Fri, 09 Nov 2018 05:00:00 GMT",,,11,4,No,"Crabapple, 2015",Planted,ef628cce-8217-4d63-b532-f39fe1a7d7c5,Malus,Fair,WH115,,,,43.704753303941,-72.2829704359847
1677,,"Fri, 09 Nov 2018 05:00:00 GMT",,,11,4,No,"Crabapple, 2015",Planted,5f01d4e2-98d6-43dc-8e32-44f9bcdba9aa,Malus,Fair,WH116,,,,43.7047666710889,-72.2830601424848
1678,,"Fri, 09 Nov 2018 05:00:00 GMT",,,16,7,No,Green ash,Planted,1fd7005b-d0ae-4c33-be0f-145d7b4aa0af,Fraxinus pennsylvanica,Fair,WH117,,,,43.7047471432422,-72.2832986713129
1679,,"Fri, 09 Nov 2018 05:00:00 GMT",,,20,10,No,Green ash,Planted,2140cf64-7145-40fc-8092-3e3a6dcee047,Fraxinus pennsylvanica,Fair,WH118,,,,43.7046721252089,-72.2836715620488
1680,,"Fri, 09 Nov 2018 05:00:00 GMT",,,16,4,No,"Sugar maple, 2014",Planted,32c5b415-141a-4f48-a49e-a07cb6d2446f,Acer saccharum,Fair,WH112,,,,43.7049266416987,-72.282754518159
1681,,"Fri, 09 Nov 2018 05:00:00 GMT",,,12,4,No,"Sugar maple, 2014",Planted,97cf5000-f56f-4fb3-b2f3-59c6af02a9e7,Acer saccharum,Fair,WH113,,,,43.7050883286108,-72.2828188073563
1682,,"Fri, 09 Nov 2018 05:00:00 GMT",,,12,4,No,"Sugar maple, 2014",Planted,b97120af-0976-4374-bf66-ebe7497fc3ff,Acer saccharum,Fair,WH114,,,,43.70520785455,-72.2828163766044
1683,,,,,30,14,No,Austrian pine,Planted,107cf5db-eedb-4f32-9db6-93346ef5266f,Pinus nigra,Fair,WH83,,,,43.7036899868059,-72.2857070268529
1684,,"Fri, 09 Nov 2018 05:00:00 GMT",,,35,15,No,Austrian pine,Planted,fddea9b5-ad58-4553-8db1-461735f008fd,Pinus nigra,Fair,WH81,,,,43.7037828471918,-72.2856609430837
1685,,"Fri, 09 Nov 2018 05:00:00 GMT",,,35,14,No,Austrian pine ,Planted,41ebbced-3190-4730-a15c-f441a7cc1c89,Pinus nigra,Fair,WH83,,,,43.7035248941217,-72.2857735958624
1686,,"Fri, 09 Nov 2018 05:00:00 GMT",,,60,26,No,Red oak,Planted,1a78f137-2121-4959-a208-917f80072d7b,Quercus rubra,Good,WH119,,,,43.703183373477,-72.2856052034276
1687,,"Fri, 09 Nov 2018 05:00:00 GMT",,,16,6,No,Yellow birch,Planted,65ac8fe5-65a0-4567-bd08-558ea49a81f2,Betula alleghaniensis,Poor,WH89,,,,43.7036222416957,-72.2858690715649
1688,,,,,80,42,No,American elm,Planted,a7551109-e88f-4439-b39f-a85d9df42555,Ulmus americana,Good,AW02,,,Arbotect june 2022,43.7028313709373,-72.2855079912562
1689,,,,,80,40,No,American elm,Planted,55edaca9-0251-4e71-a150-90bf75c518c4,Ulmus americana,Good,AW06,,,Arbotect june 2022,43.7029754427069,-72.2854405069494
1690,,,,,25,12,No,Sugar maple,Planted,9a9239d4-f6b7-4146-a8fa-c911ac2ace67,Acer saccharum,Fair,AW08,,,,43.702970982909,-72.2849010073888
1691,,,,,90,40,No,Pin oak,Planted,a2d6eb8a-168f-45ff-aabf-b189a04d497c,Quercus palustris,Fair,AW10,"Hicks Family for Hicks, Orton",,,43.7024812537119,-72.2849163495458
1692,,,,,90,20,No,Red pine,Planted,a35a61a0-1e8b-4565-ab13-089ca0974b43,Pinus resinosa,Poor,AW12,,,,43.7023992310716,-72.2848857189283
1693,,,,,16,5,No,White pine,Planted,dc0bfb54-9c02-4ae5-ba23-ca38821ad434,Pinus strobus,Fair,AW15,,,,43.7029377473863,-72.2845853115186
1694,,,,,12,4,No,White pine,Planted,0f4f280a-606e-4ad8-bf8c-676629e82f6d,Pinus strobus,Fair,AW16,,,,43.7029333262862,-72.284459622916
1695,,,,,16,5,No,White pine,Planted,84587f15-11f5-4da9-a426-62741280becf,Pinus strobus,Fair,AW17,,,,43.7030108497004,-72.284496369376
1696,,,,,70,26,No,White ash,Planted,f8ea555f-e545-4a90-b889-a098e06e3c98,Fraxinus americana,Fair,WC01,,,Mectinite 2021,43.7025551334206,-72.2902245312482
1697,,,,,45,40,No,Yellowwood,Planted,83a10216-57ba-49cc-8605-ce7d2ca31482,Cladrastis kentukea,Fair,WC02,,,,43.7025551334206,-72.2897141335902
1698,,,,,12,6,No,Crabapple,Planted,4238cf11-7b7a-467a-a72e-ff1217bc62a5,Malus,Fair,WC03,,,,43.7025407067605,-72.2895256011775
1699,,,,,12,6,No,Crabapple,Planted,2b08d2b1-938e-4cd8-84f4-43a018228e9c,Malus,Fair,WC04,,,,43.7025839285609,-72.2895761877639
1700,,,,,12,6,No,Crabapple,Planted,4f6d3472-b40c-4b99-b86a-834e4a582adb,Malus,Fair,WC06,"Class of 1994 for Boyer, Daniel B.",,,43.7026559453767,-72.2895624011703
1701,,,,,10,6,No,Crabapple,Planted,959aa0c0-748a-439f-8f3b-ad093a990602,Malus,Fair,WC07,,,,43.7027711837714,-72.2896175742294
1702,,,,,16,5,No,Sugar maple,Planted,e0eeb4cf-3209-451e-8ba6-3b892475516c,Acer saccharum,Good,WC08,"Ladson, John for Buletti, Maureen Therese",,,43.7029462418226,-72.2896236895808
1703,,,,,65,38,No,"Sugar maple, removed August 2019",Planted,f847b8a0-7235-48ea-bfda-0f2d500cbfac,Acer saccharum,Poor,WC10,,,,43.7031989000826,-72.2895960630244
1704,,,,,16,5,No,American elm,Planted,86cef3d3-de66-410f-ba28-282f3c9fa9b8,Ulmus americana,Fair,WC11,,,,43.7029284801696,-72.290370094826
1705,,,,,25,6,No,Honeylocust,Planted,e30658d0-4acd-41ab-b720-294a2e09bb23,"Gleditsia, triacanthos",Fair,WC17,"Class of 1950 for Horky, Rudolph",,,43.7033351373447,-72.2911150248469
1706,,,,,15,6,No,Crabapple,Planted,74925bc2-fa09-4c38-90a1-d396ca93faac,Malus,Fair,WC19,,,,43.7033473532198,-72.2904282985488
1707,,,,,15,6,No,Crabapple,Planted,362c3dc2-8462-488d-8d9a-d7cf38a0210b,Malus,Fair,WC20,,,,43.7033395970563,-72.2903807965682
1708,,,,,15,6,No,Crabapple,Planted,a18cc80c-dcd2-484b-b2c3-0a0a48689baf,Malus,Fair,WC21,,,,43.7033750620628,-72.2903991964828
1709,,,,,38,9,No,Red Oak,Planted,7c9b2fa3-9ca9-4e64-9219-217db4bad09a,Quercus rubra,Good,WC22,,,,43.7035279358205,-72.2901938198826
1710,,,,,40,20,No,Yellowwood,Planted,ef9547c3-7be3-406b-9867-d435c8e62881,Cladrastis kentukea,Fair,WC24,Ronald Lazar 1953,,,43.7033850287551,-72.289953198853
1711,,,,,43,16,No,Honeylocust,Planted,ec0dbb8a-3217-4113-82c6-8483e6c17aa3,Gleditsia triacanthos,Fair,WC25,In memry of Anchie Y. Kuo ' 86,,,43.7033927655625,-72.2897876798395
1712,,,,,57,27,No,Red Oak,Planted,5a9a833e-6a57-4490-8b58-631cdca19a08,Quercus rubra,Fair,WC26,,,,43.7033750427126,-72.2895960896693
1713,,,,,65,36,No,English elm,Planted,6bf60317-7945-4e70-adaf-a30dc30570b3,Ulmus procera,Fair,WC29,Class of 1952 for the Parkhurst Family,,,43.7037750459222,-72.2896895916
1714,,,,,24,8,No,Paper birch,Planted,d5b9c442-acf2-4b00-b705-2cbea050af6a,Betula papyrifera,Fair,WC30,,,,43.7039301678733,-72.2896252185836
1715,,,,,80,38,No,American elm,Planted,df8a237f-69f0-4506-ad63-553f95f855a9,Ulmus americana,Fair,WC31,,,"Arbotect 2022,2025",43.7038902626974,-72.2898780971642
1716,,,,,50,20,No,Paper birch,Planted,25306332-f980-4aa4-92b3-5a532a8d2948,Betula papyrifera,Fair,WC33,"Tuck Family for Tuck, John Jr.",,,43.703923517042,-72.2901233584449
1717,,"Sat, 12 Sep 2020 18:45:20 GMT",,,36,24,No,Crabapple pruned march 2024,Planted,d905b7aa-a2ea-402d-a7d0-b2650478c7d5,Malus,Fair,WC34,,,,43.7037595142957,-72.2901601045774
1718,,,,,85,34,No,American elm,Planted,4dbb1eb5-fcc9-4ebf-bbe6-c7708d558ea9,Ulmus americana,Fair,WC35,,,"Arbotect 2022,2025",43.7037218584049,-72.289991500958
1719,,"Sat, 12 Sep 2020 18:39:04 GMT",,,52,45,No,Red Oak Removed Jan. '22,Dead,82804e8c-6495-421e-9ef9-879f94da8443,Quercus rubra,Poor,WC36,,,,43.7036719865067,-72.2902566909503
1720,,,,,70,39,No,"Red Oak,Installed cable to support large over extended leader 3/7/25",Planted,3cdd02d3-b872-4f26-a3c1-d7d6f8573d2c,Quercus rubra,Fair,WC38,,,Cambistat 11/21/24,43.7039578377766,-72.290316450482
1721,,,,,16,4,No,American elm,Planted,d6d7ed45-1445-4b98-b5d2-c25beaa97a60,Ulmus americana,Fair,BL186,,,,43.7063835151286,-72.2894741949669
1722,,,,,12,5,No,American Hornbeam,Planted,cec1942e-6691-4dc7-b5aa-1b886f73b0bf,Carpinus caroliniana,Good,BL190,,,,43.7062317344883,-72.2893193776956
1723,,,,,12,5,No,American hornbeam,Planted,42eea0ae-5d8c-4193-87a2-7f98e94dcb4a,Carpinus caroliniana,Good,BL191,,,,43.7062760588411,-72.289314764211
1724,,,,,12,5,No,American Hornbeam,Planted,580de808-25a3-4d47-80a3-47593b9c39db,Carpinus caroliniana,Good,BL192,,,,43.7063103975483,-72.2893254932108
1725,,,,,12,5,No,American Hornbeam,Planted,06eb21df-d207-4edc-bd64-eff569403eba,Carpinus caroliniana,Good,BL193,,,,43.7063525114189,-72.2893346930043
1726,,"Sat, 12 Sep 2020 19:03:33 GMT",,,67,38,No,Red oak,Planted,20961c8a-e90b-44c1-91ee-f9a652e65d0d,Quercus rubra,Poor,WC39,,,Cambistat 11/21/24,43.7041531663147,-72.2903631057024
1727,,"Sat, 12 Sep 2020 19:07:31 GMT",,,65,38,No,Red Oak,Planted,168a13e8-648c-4a6d-8d60-fabbdc627915,Quercus rubra,Poor,WC40,Class of 2000 for Class of 2000,,,43.7042460844913,-72.2901586258116
1728,,,,,12,6,No,Fringe tree,Planted,dfdea73a-d721-4a97-8b52-e67f0792ab01,Chionanthus virginicus,Good,WC41,,,,43.704172983713,-72.2900421641783
1729,,,,,100,54,No,American elm,Planted,c80d91a4-f5b4-420b-8ac6-8ce4724d9e4c,Ulmus americana,Fair,WC44,,,Arbotect 2022,43.7042748981988,-72.2897448145262
1730,,,,,35,16,No,Norway Maple,Planted,1acb04fa-88b8-463c-bfa3-0ec32d728866,Acer platanoides,Fair,WC46,"Class of 1950 for Edelson, Kenneth",,,43.7041153562452,-72.2896405839231
1731,,,,,50,20,No,Paper Birch,Planted,c55520b9-b4c9-47de-8694-7eb990fc806b,Betula papyrifera,Fair,WC48,,,,43.7044056649446,-72.2896436416807
1732,,,,,25,12,No,Yellowwood,Planted,2e660a63-b994-45cf-a224-8cdc7cbdb554,Cladrastis kentukea,Fair,WC50,,,,43.7044078753812,-72.2899655604591
1733,,,,,15,5,No,Crabapple,Planted,04a090ae-095a-4257-b213-cc38d26ea8c5,Malus,Fair,WC51,"Frank Harrington Jr. for Harrington, Frank",,,43.7042793967178,-72.2908115829446
1734,,,,,12,5,No,Crabapple,Planted,e8fe74c8-3624-4c29-8bba-656bcac299e9,Malus,Fair,WC52,"Class of 1985 for the ""Sisters""",,,43.7043343802418,-72.290733284612
1735,,,,,12,5,No,Crabapple,Planted,373be0a8-40cb-4df6-838a-496422512206,Malus,Fair,WC53,"Class of 1985 for ""The Sisters""",,,43.7043033560929,-72.2906720230498
1736,,,,,12,5,No,Crabapple,Planted,461272dc-7404-4add-a674-e4d034a1d6c6,Malus,Fair,WC54,"Class of 1985 for ""The Sisters""",,,43.7043454326147,-72.2905984230641
1737,,,,,12,5,No,Crabapple,Planted,433e831a-9b97-47b3-82c6-9277f6128583,Malus,Fair,WC55,"Wall family for Wall, Allen",,,43.7043654043747,-72.2904298194447
1738,,,,,35,12,No,White Pine,Planted,da08e2de-c233-495f-8bc0-64d7724e3c3d,Pinus strobus,Fair,WC57,,,,43.7038002972725,-72.2907363960661
1739,,,,,35,12,No,White Pine,Planted,4d809ecc-7138-4923-b7ae-13496925ad6b,Pinus strobus,Fair,WC58,,,,43.7038889495409,-72.290748626769
1740,,,,,35,12,No,White Pine,Planted,52daaf40-7ca6-4a8c-b3a0-4e9ae0f91dd3,Pinus strobus,Fair,WC59,,,,43.7039687209312,-72.2907394538237
1741,,,,,15,3,No,American Elm/Princeton replaced may of 2023 due to storm damage,Planted,4b40ac40-88f6-4438-ad67-eb58bf775e18,Ulmus Americana/Princeton,Good,WC60,"Edelson/Fink for Gammie, John G.",,,43.7038357427156,-72.2909049995218
1742,,,,,75,32,No,American elm,Planted,dfeb661c-7780-4a71-9b6a-5ef91e160c84,Ulmus americana,Fair,WC63,,,Arbotect june 2022,43.7035964278136,-72.2906965383157
1743,,,,,80,30,No,Red Oak,Planted,4ef4c770-2587-4536-b2c3-720e67fcdafc,Quercus rubra,Fair,WC72,,,,43.7045404578003,-72.2905279346963
1744,,,,,16,4,No,American elm,Planted,414a7043-7f4d-4e1f-8494-7699be303cbf,Ulmus americana,Fair,WC73,,,,43.7044983425975,-72.2903287001321
1745,,,,,28,5,No,,Planted,96da0172-9b2d-461f-bdbf-dabda54a05b8,Ulmus americana,Fair,,,,,43.7044983425975,-72.2903287001321
1746,,,,,70,36,No,American elm,Planted,4883668a-0b88-412b-beb0-f9dfe6376200,Ulmus americana,Poor,WC74,,,Arbotect 2013,43.7045337876279,-72.2900803813394
1747,,,,,14,4,No,Paper Birch,Planted,2134b187-a45b-4b0b-b07f-1b1bbb757372,Betula papyrifera,Fair,WC75,,,,43.7045666458739,-72.2900304921522
1748,,,,,,,,Paper Birch,Planted,32d04f5e-ac12-4989-ac9a-945334f9d6f5,Betula papyrifera,Fair,WC77,,,,43.7046032153987,-72.2900105633589
1749,,,,,45,28,No,Paper Birch,Planted,1b6a1b55-d0ee-4ba7-a5f7-013e45a8d09d,Betula papyrifera,Good,WC77,,,,43.7046297990678,-72.2899155325494
1750,,,,,45,16,No,Paper Birch,Planted,28c5ae9d-e61d-4b65-bfff-46a1b31553fa,Betula papyrifera,Good,WC80,,,,43.7046486461399,-72.289840430697
1751,,,,,70,34,No,Red Oak,Planted,cc36e884-7ebb-466d-a116-f0bdfc7793ad,Quercus rubra,Fair,WC81,,,,43.7045367270316,-72.289907861471
1752,,,,,88,34,No,American elm,Planted,3a7cbf7f-5c1f-42ec-89ba-accf6c1218ae,Ulmus americana,Fair,WC82,"Russell, Wm.",,Arbotect 2022,43.7046364498206,-72.2897408135787
1753,,,,,45,16,No,Green Ash,Planted,1e366aaf-04b2-4b04-aaf2-2db1c99d787a,Fraxinus pennsylvanica,Fair,WC84,"Crawford, Keith",,Mectinite 6-13-24,43.7048009833792,-72.289691755871
1754,,,,,12,6,No,Toba Hawthorn,Planted,b013ea34-e7a5-4a38-9395-05b60fb9437a,Crataegus x mordenensis,Good,WC85,,,,43.704806528843,-72.2898465999087
1755,,,,,65,22,No,Sugar Maple,Planted,e44c86ca-7c9a-41fc-81d5-68dbd48ca202,Acer saccharum,Fair,WC87,,,,43.7050558247374,-72.2897546269387
1756,,,,,91,39,No,Kentucky Coffee Tree,Planted,4fe95a9b-4eeb-44ff-8df8-80c1932e4893,Gymnocladus dioicus,Fair,WC88,,,,43.7049793705058,-72.2898373999515
1757,,,,,90,38,No,Red Oak,Planted,6f0813ef-0319-4dae-a3a5-90c98f74209d,Quercus rubra,Fair,WC89,,,,43.7049727391407,-72.2899293728396
1758,,,,,90,36,No,Ginkgo,Planted,237e14e2-db59-4f14-8a74-1ae2d6ac943f,Ginkgo biloba,Fair,WC91,Class of 1950,,,43.7049760548529,-72.2900872208565
1759,,,,,14,6,No,European Hornbeam,Planted,0f71f359-18e6-42d0-bf41-766620bf0376,Carpinus betulus,Fair,WC95,For Ellie Smith,,,43.7048140846131,-72.2902092316694
1760,,,,,16,5,No,American elm,Planted,8abe13eb-1854-4c13-8c27-5a94f71ecd18,Ulmus americana,Fair,WC96,"Class of 1937 for Fenn, Francis T.",,,43.7049526061383,-72.2906445541597
1761,,,,,12,10,No,Crabapple,Planted,29211a11-01e0-417e-ad4b-5eed2ab7b512,Malus,Fair,WC97,,,,43.705035691763,-72.2906583406714
1762,,,,,90,40,No,American elm,Planted,daa0e787-43f2-4014-910c-71252da96816,Ulmus americana,Fair,WC98,,,Arbotect 2022,43.7049226875477,-72.2910277345001
1763,,,,,20,8,No,American Elm planted 2014,Planted,0248bc77-b1db-43be-8530-f9cb61cc0bdf,Ulmus americana,Fair,WC100,"Student Assembly for ""The Still North""",,,43.7049492904544,-72.2913802303629
1764,,,,,75,32,No,Red Oak,Planted,d1ad5fba-b6a2-45f2-9ce5-69ea62d26349,Quercus rubra,Fair,WC101,,,,43.7047952763515,-72.2914829320871
1765,,,,,75,32,No,Red Oak,Planted,b75c74ea-b5f5-4426-90c1-2d2c820a12cc,Quercus rubra,Fair,WC103,,,,43.7047808696689,-72.2917971260903
1766,,,,,20,6,No,American Elm,Planted,fee407ba-199d-4113-94ff-9adaf349aedf,Ulmus americana,Fair,WC105,"Hampton, Harry for Class of 1945",,,43.7049060510096,-72.2919718721549
1767,,,,,12,10,No,Crabapple,Planted,61f7dbb2-4271-4964-b912-a929d9e2e9c4,Malus,Fair,WC108,,,,43.7049958068206,-72.2920561471163
1768,,,,,12,10,No,Crabapple,Planted,49818657-7983-4b82-8895-471f214cc186,Malus,Fair,WC107,,,,43.7049825053939,-72.2921251334536
1769,,,,,86,60,No,removed,,603b1aa5-780e-450b-be4c-22b3b6744792,Ulmus americana,Fair,WC118,,,arbotect june 2022,43.7054268034202,-72.2910706498853
1770,,,,,16,4,No,Americn Elm,Planted,fb7771f8-2b19-4912-8c36-aa78ec173688,Ulmus americana,Good,WC126,,2013,,43.7052085327651,-72.2918691971562
1771,,"Mon, 01 Jul 2024 18:04:22 GMT",Scott Melendy,,30,12,No,American Elm,Planted,4cfbae10-28a6-4f94-aa4e-68c1d8211f19,Ulmus americana,Good,WC127,Class of 1986 for Class of 1986,2013,Arbotect 7/2024,43.7052063029493,-72.2916423627203
1772,,,Scott Melendy,,25,10,No,American Elm,Planted,55f56894-35be-49a7-9568-921290bb3f8f,Ulmus americana,Good,WC128,"Deckbar, Jason for Banerjee",2013,Arbotect 7/2024,43.7052129536382,-72.2913373419079
